UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,CALSYS,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,OPENADMP,VET1,VET2,VET3,VET4,VET5,VET9,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBRES1,LIBRES2,LIBRES3,LIBRES4,LIBRES5,LIBRES6,LIBRES9,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DSTNUGC,DSTNUGP,DSTNUGN,DSTNGC,DSTNGP,DSTNGN,DISTCRS,DISTPGS,DSTNCED1,DSTNCED2,DSTNCED3,DISTNCED,DISAB,XDISABPC,DISABPCT,ALLONCAM,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4 
218919,0,1,0,0,0,0,4,-2,-2,73,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,2,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,2,"R",4 ,2,2,1,"R",984,1,"R",19,"R",3676,"R",3670,"A",.,"R",25,"A",.,1,0,1,0,0,0,1,2,-2,1,369,1,369,1,369
218955,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218964,0,1,0,0,0,0,1,2,0,-2,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,"R",8 ,2,1,1,"R",2518,2,"A",.,"R",5416,"R",3532,"A",.,"R",40,"R",50,1,1,0,0,0,0,0,2,-2,1,106,1,106,1,106
218973,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,2,1,2,2,-2,-2,2,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,2,"R",10 ,2,2,1,"R",1482,2,"A",.,"R",7425,"R",5260,"A",.,"R",35,"A",.,1,1,0,0,0,0,0,1,131,1,131,1,131,1,131
218991,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219000,0,1,0,0,0,0,4,-2,-2,39,0,0,0,0,1,0,1,0,0,0,0,0,4,1,1,1,1,1,1,-2,-2,2,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,1,"R",1369,1,"R",21,"R",3778,"R",4470,"A",.,"R",0,"R",60,1,1,0,0,0,0,0,1,155,1,155,1,155,1,155
219037,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,0,0,7,1,1,-2,2,2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",60,"A",.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
219046,0,1,0,0,1,0,1,2,0,-2,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,1,1,"R",851,2,"A",.,"R",3530,"R",3448,"A",.,"R",20,"R",35,1,1,0,0,0,0,0,1,159,1,159,2,-2,1,159
219082,0,1,0,0,0,0,1,2,0,-2,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",4 ,2,1,1,"R",773,2,"A",.,"R",3723,"R",3149,"A",.,"R",20,"R",35,1,0,1,0,0,0,0,1,373,1,373,1,373,1,373
219091,0,1,1,0,1,0,4,-2,-2,71,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,-2,-2,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,1,"R",538,2,"A",.,"R",3350,"R",4000,"A",.,"R",0,"R",0,1,0,1,0,0,0,0,1,311,1,311,1,311,1,311
219125,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,6,1,1,-2,2,2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
219143,1,1,-2,0,0,0,1,4,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,"R",4 ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",25,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219170,0,1,-2,0,0,0,4,-2,-2,30,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,-2,2,2,-2,-2,-2,-2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",30,"A",.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
219189,1,1,-2,0,0,0,1,4,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219198,0,1,0,0,0,0,4,-2,-2,30,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2,2,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,2,1,"A",. ,2,2,1,"R",361,1,"R",19,"A",.,"A",.,"R",7986,"R",35,"R",35,1,0,1,0,0,0,0,2,-2,1,311,1,311,1,311
219204,1,1,0,0,0,0,2,-2,-2,-2,1,1,1,0,1,0,1,0,0,1,0,0,2,1,1,1,1,1,1,-2,-2,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"R",45,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219213,1,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,1,1,2,1,1,2,-2,-2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219240,0,1,1,0,0,0,4,-2,-2,45,0,0,0,0,0,1,1,0,0,0,1,0,4,2,2,1,2,2,1,1,2,-2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,-2,-2,-2,1,1,0,1,1,-2,1,0,2,-2,"A",. ,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"A",.,"R",25,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219259,0,1,0,0,0,0,1,2,0,-2,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",5 ,2,1,1,"R",853,2,"A",.,"R",3706,"R",4324,"A",.,"R",20,"R",35,1,1,0,0,0,0,0,1,155,1,155,1,155,1,155
219277,1,1,1,0,1,0,1,9,0,-2,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-2,1,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,2,1,"A",. ,2,2,1,"R",24,3,"A",.,"R",3150,"A",.,"A",.,"R",40,"R",15,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219295,0,1,0,0,0,0,4,-2,-2,30,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,1,"R",304,2,"A",.,"R",6170,"R",3408,"A",.,"R",25,"R",35,1,0,1,0,0,0,0,1,373,1,373,1,373,1,373
219338,1,1,-2,0,0,0,4,-2,-2,30,0,0,0,1,0,0,0,0,0,0,0,0,5,1,2,-2,2,2,-2,-2,-2,-2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
219347,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,"R",8 ,2,1,1,"R",1082,2,"A",.,"R",4580,"R",3860,"A",.,"R",20,"R",35,1,1,0,0,0,0,0,1,159,1,159,2,-2,1,159
219356,0,1,0,0,0,0,1,2,0,-2,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",5 ,2,1,1,"R",4397,2,"A",.,"R",3832,"R",4097,"A",.,"R",20,"R",35,1,1,0,0,0,0,0,1,123,1,120,1,120,1,120
219374,1,1,1,0,1,0,3,-2,-2,-2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",74,"R",74,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219383,0,1,0,0,0,0,4,-2,-2,52,0,0,1,0,1,0,1,0,0,0,0,0,4,1,1,1,1,1,1,-2,-2,2,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",4 ,2,2,1,"R",628,1,"R",19,"R",3850,"R",3800,"A",.,"R",0,"R",0,1,1,0,0,0,0,0,1,155,1,155,1,155,1,155
219392,1,1,-2,0,0,0,3,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,6,1,2,-2,2,2,-2,-2,-2,-2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,0,0,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",35,"A",.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
219408,1,1,-2,0,1,0,1,9,0,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,2,1,"R",26,2,"A",.,"A",.,"A",.,"R",3500,"R",0,"A",.,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2
219426,1,1,-2,1,1,0,1,2,4,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,2,1,"R",202,3,"A",.,"R",4800,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219453,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,0,0,7,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",50,"A",.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
219471,0,1,0,0,0,0,1,2,0,-2,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,1,1,"R",2224,2,"A",.,"R",4188,"R",4029,"A",.,"R",20,"R",35,1,1,0,0,0,0,0,1,123,1,120,2,-2,1,120
219480,1,1,-2,0,1,0,1,2,4,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219505,0,1,0,0,0,0,4,-2,-2,54,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,2,1,"R",92,1,"R",19,"R",4240,"R",4400,"A",.,"R",30,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219587,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
219596,1,0,-2,0,0,0,1,2,1,-2,1,1,0,1,0,0,0,0,0,0,0,0,7,1,1,2,2,2,2,-2,-2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
219602,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",5 ,2,1,1,"R",1803,1,"R",99,"R",5800,"R",3800,"A",.,"R",25,"R",45,1,1,0,0,0,0,0,1,126,1,126,1,126,1,126
219639,0,1,0,0,0,0,4,-2,-2,54,0,0,1,0,1,0,0,0,0,0,1,0,3,1,1,2,1,1,2,1,2,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,2,1,"R",192,2,"A",.,"R",2900,"R",600,"A",.,"R",25,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219709,0,1,0,0,0,0,4,-2,-2,42,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2,2,"R",6 ,2,2,1,"R",3802,1,"R",20,"R",6660,"R",5460,"A",.,"R",50,"R",50,1,1,0,0,0,0,0,2,-2,1,126,1,126,1,126
219718,0,1,0,0,0,0,4,-2,-2,60,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,1,"R",1030,1,"R",19,"R",5814,"R",3384,"A",.,"R",30,"R",75,1,0,1,0,0,0,0,1,315,1,317,1,317,1,317
219790,0,1,0,0,0,0,4,-2,-2,42,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,1,"R",650,1,"R",20,"A",.,"A",.,"R",7500,"R",35,"R",50,1,0,1,0,0,0,0,2,-2,1,316,1,316,1,316
219806,0,1,1,0,0,0,4,-2,-2,54,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",8 ,2,2,1,"R",1197,1,"R",21,"R",3930,"R",4880,"A",.,"R",0,"R",50,1,1,0,0,0,0,0,1,160,1,160,1,160,1,160
219824,1,1,-2,1,1,1,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
219833,0,1,0,0,0,0,4,-2,-2,30,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,1,"R",640,2,"A",.,"A",.,"A",.,"R",9016,"R",25,"R",50,1,1,0,0,0,0,0,2,-2,1,146,1,146,1,146
219842,0,1,0,0,0,0,4,-2,-2,57,0,1,0,1,0,0,1,0,0,0,0,1,4,1,2,1,1,2,1,-2,-2,-2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,-2,2,1,"R",81,3,"A",.,"R",510,"A",.,"A",.,"R",50,"R",75,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219851,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,2,-2,-2,-2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",50,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
219879,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
219888,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,2,"R",4 ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
219903,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,6,1,1,-2,2,2,-2,-2,-2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219921,1,0,-2,0,0,1,1,2,0,-2,0,1,0,1,0,0,0,0,0,0,0,0,7,1,1,2,1,1,2,-2,-2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
